referrer,views_total,views_unique
news.ycombinator.com,2806,2087
hckrnews.com,24,23
Google,19,11
github.com,14,14
discuss.pytorch.kr,12,4
linkedin.com,9,9
brutalist.report,8,8
devurls.com,7,2
hackerweb.app,6,6
hn.algolia.com,5,5
