referrer,views_total,views_unique
bryceyork.com,33,11
Google,20,15
perplexity.ai,4,1
github.com,3,2
chatgpt.com,2,1
osssoftware.org,1,1
search.brave.com,1,1
news.ycombinator.com,1,1
