referrer,views_total,views_unique
Google,136,50
keep.google.com,38,1
github.com,4,2
statics.teams.cdn.office.net,2,1
Bing,1,1
news.ycombinator.com,1,1
bryceyork.com,1,1
discuss.pytorch.kr,1,1
