referrer,views_total,views_unique
Google,22,16
bryceyork.com,13,6
discuss.pytorch.kr,8,1
chatgpt.com,3,2
github.com,2,2
perplexity.ai,2,1
search.brave.com,1,1
news.ycombinator.com,1,1
osssoftware.org,1,1
