referrer,views_total,views_unique
bryceyork.com,35,10
Google,19,14
discuss.pytorch.kr,8,1
github.com,3,2
osssoftware.org,1,1
search.brave.com,1,1
news.ycombinator.com,1,1
chatgpt.com,1,1
