referrer,views_total,views_unique
bryceyork.com,28,10
Google,20,15
perplexity.ai,4,1
DuckDuckGo,4,1
github.com,3,2
chatgpt.com,2,1
search.brave.com,1,1
news.ycombinator.com,1,1
osssoftware.org,1,1
