time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-27 00:00:00+00:00,1.0,1.0,8,3
2024-08-28 00:00:00+00:00,3.0,1.0,24,2
2024-08-29 00:00:00+00:00,3.0,3.0,28,5
2024-08-30 00:00:00+00:00,14.0,4.0,6,6
2024-08-31 00:00:00+00:00,3.0,3.0,1,1
2024-09-01 00:00:00+00:00,,,3,3
2024-09-02 00:00:00+00:00,2.0,2.0,16,3
2024-09-03 00:00:00+00:00,1.0,1.0,94,4
2024-09-04 00:00:00+00:00,1.0,1.0,70,10
2024-09-05 00:00:00+00:00,3.0,2.0,18,8
2024-09-06 00:00:00+00:00,16.0,7.0,52,5
2024-09-07 00:00:00+00:00,,,13,5
2024-09-08 00:00:00+00:00,1.0,1.0,138,7
2024-09-09 00:00:00+00:00,1.0,1.0,14,6
