referrer,views_total,views_unique
news.ycombinator.com,2756,2062
hckrnews.com,24,23
bryceyork.com,17,4
github.com,12,12
linkedin.com,9,9
discuss.pytorch.kr,9,1
brutalist.report,8,8
Google,7,5
devurls.com,7,2
hackerweb.app,6,6
