referrer,views_total,views_unique
news.ycombinator.com,2729,2051
hckrnews.com,24,23
bryceyork.com,17,4
github.com,11,11
linkedin.com,9,9
brutalist.report,8,8
Google,7,5
devurls.com,7,2
hackerweb.app,6,6
feedly.com,4,2
