referrer,views_total,views_unique
news.ycombinator.com,2824,2098
hckrnews.com,24,23
Google,23,14
discuss.pytorch.kr,22,5
github.com,15,15
linkedin.com,10,10
brutalist.report,8,8
devurls.com,7,2
hn.algolia.com,6,6
hackerweb.app,6,6
