time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-16 00:00:00+00:00,6.0,4.0,20,17
2024-05-17 00:00:00+00:00,,,9,8
2024-05-18 00:00:00+00:00,,,10,9
2024-05-19 00:00:00+00:00,1.0,1.0,1,1
2024-05-20 00:00:00+00:00,,,20,10
2024-05-21 00:00:00+00:00,3.0,2.0,15,11
2024-05-22 00:00:00+00:00,,,9,8
2024-05-23 00:00:00+00:00,,,66,11
2024-05-24 00:00:00+00:00,1.0,1.0,29,8
2024-05-25 00:00:00+00:00,,,21,5
2024-05-26 00:00:00+00:00,1.0,1.0,3,2
2024-05-27 00:00:00+00:00,,,1,1
2024-05-29 00:00:00+00:00,1.0,1.0,25,5
