referrer,views_total,views_unique
gemini.google.com,21,2
bryceyork.com,5,2
Google,4,4
github.com,3,3
discuss.pytorch.kr,3,1
chatgpt.com,2,1
search.brave.com,1,1
grok.com,1,1
