referrer,views_total,views_unique
Google,25,14
discuss.pytorch.kr,15,1
chatgpt.com,7,3
bryceyork.com,6,5
github.com,3,3
gemini.google.com,3,1
news.ycombinator.com,2,2
perplexity.ai,2,1
osssoftware.org,1,1
