referrer,views_total,views_unique
news.ycombinator.com,79,43
Google,54,15
discuss.pytorch.kr,18,7
hn.algolia.com,3,3
github.com,3,3
t.co,2,2
hnrankings.info,2,1
app.clickup.com,1,1
feedly.com,1,1
linkedin.com,1,1
