referrer,views_total,views_unique
Google,23,15
discuss.pytorch.kr,15,1
bryceyork.com,6,5
chatgpt.com,3,2
news.ycombinator.com,2,2
perplexity.ai,2,1
search.brave.com,1,1
github.com,1,1
osssoftware.org,1,1
