referrer,views_total,views_unique
Google,14,11
bryceyork.com,7,5
chatgpt.com,3,2
claude.ai,3,1
github.com,2,2
discuss.pytorch.kr,2,1
perplexity.ai,2,1
Bing,1,1
search.brave.com,1,1
gemini.google.com,1,1
