referrer,views_total,views_unique
news.ycombinator.com,473,357
discuss.pytorch.kr,24,7
Google,20,13
github.com,8,8
hckrnews.com,7,7
hn.algolia.com,5,5
feedly.com,4,2
t.co,3,3
linkedin.com,3,3
news.bensbites.com,3,3
