referrer,views_total,views_unique
Google,27,20
bryceyork.com,14,7
DuckDuckGo,4,1
github.com,3,2
discuss.pytorch.kr,1,1
osssoftware.org,1,1
news.ycombinator.com,1,1
chatgpt.com,1,1
